id,route,warehouse,delivery_time,delay_minutes,delay_reason,date
2915,C,WH4,7,14,Traffic,2024-01-06
2916,J,WH3,9,24,None,2024-04-17
2917,A,WH1,8,108,None,2025-05-26
2918,F,WH3,7,55,Traffic,2025-06-12
2919,D,WH2,9,119,Traffic,2024-03-06
2920,J,WH4,4,65,Mechanical,2024-03-12
2921,J,WH4,4,17,None,2024-10-02
2922,J,WH3,5,43,Weather,2025-03-07
2923,J,WH1,3,8,Traffic,2025-07-19
2924,I,WH2,4,14,None,2025-05-08
2925,C,WH4,1,89,Weather,2024-10-31
2926,C,WH3,8,25,Traffic,2025-03-11
2927,H,WH3,3,3,Traffic,2025-07-16
2928,F,WH1,10,41,Weather,2025-09-26
2929,A,WH1,8,50,Mechanical,2024-10-10
2930,B,WH4,9,113,Traffic,2025-02-12
2931,A,WH3,8,116,None,2024-06-09
2932,H,WH4,7,21,None,2024-05-20
2933,J,WH2,4,32,Mechanical,2025-04-25
2934,H,WH3,8,6,Mechanical,2024-02-05
2935,F,WH2,7,76,Weather,2024-06-17
2936,A,WH3,1,106,Weather,2025-09-01
2937,D,WH2,3,54,Mechanical,2025-01-10
2938,F,WH3,9,49,Weather,2025-10-16
2939,D,WH2,6,47,Weather,2024-02-09
2940,I,WH1,8,53,Mechanical,2024-06-11
2941,A,WH1,1,17,Mechanical,2024-04-17
2942,B,WH4,5,67,Mechanical,2024-08-25
2943,B,WH2,3,86,Weather,2025-01-21
2944,D,WH4,3,8,Mechanical,2024-01-13
2945,G,WH3,3,14,Weather,2025-03-08
2946,H,WH2,8,44,Weather,2025-03-18
2947,H,WH4,10,59,None,2024-12-10
2948,B,WH3,3,105,Mechanical,2024-02-27
2949,H,WH3,1,35,Traffic,2025-02-04
2950,C,WH3,7,81,None,2025-01-20
2951,D,WH4,1,89,Weather,2024-03-28
2952,J,WH4,8,58,Traffic,2024-09-18
2953,H,WH3,2,60,Traffic,2024-11-20
2954,H,WH2,1,16,Weather,2025-06-25
2955,H,WH2,9,46,Traffic,2025-05-17
2956,F,WH4,8,74,None,2025-11-11
2957,D,WH4,7,89,Weather,2024-07-07
2958,E,WH2,4,15,Weather,2024-06-23
2959,F,WH2,5,113,None,2025-05-26
2960,C,WH3,6,57,None,2025-06-25
2961,C,WH2,7,18,Mechanical,2025-12-06
2962,E,WH1,1,78,Mechanical,2024-03-02
2963,F,WH3,4,113,None,2024-02-02
2964,H,WH1,6,108,None,2025-10-14
2965,G,WH1,4,4,Weather,2025-01-05
2966,H,WH1,3,52,None,2025-12-09
2967,C,WH1,10,80,Weather,2024-04-01
2968,A,WH1,7,79,Traffic,2024-09-14
2969,I,WH1,1,33,Traffic,2025-05-24
2970,B,WH3,1,16,Traffic,2025-03-30
2971,J,WH4,2,50,Mechanical,2025-03-10
2972,B,WH4,5,28,Mechanical,2024-06-15
2973,C,WH1,3,19,Weather,2025-04-11
2974,J,WH1,9,72,None,2024-08-19
2975,J,WH1,9,80,Weather,2025-10-27
2976,F,WH2,2,56,Weather,2024-12-16
2977,D,WH3,10,75,Mechanical,2024-03-23
2978,I,WH1,8,19,Traffic,2024-04-29
2979,A,WH2,6,47,Weather,2024-10-31
2980,C,WH1,10,63,Weather,2024-06-01
2981,E,WH1,4,49,Traffic,2025-08-11
2982,I,WH4,5,42,Mechanical,2025-11-30
2983,J,WH3,4,46,Mechanical,2024-10-20
2984,C,WH1,7,45,Weather,2024-10-15
2985,I,WH3,2,49,Traffic,2024-09-11
2986,I,WH1,10,33,Weather,2024-05-29
2987,A,WH2,8,10,Mechanical,2024-07-12
2988,A,WH2,9,29,Weather,2025-05-30
2989,D,WH1,7,97,None,2025-06-27
2990,B,WH1,8,26,Traffic,2025-05-03
2991,B,WH3,4,69,Mechanical,2025-12-27
2992,J,WH3,2,18,Weather,2024-06-29
2993,F,WH4,1,97,None,2025-05-02
2994,A,WH4,1,29,Traffic,2025-11-06
2995,E,WH4,10,84,None,2025-10-28
2996,H,WH1,6,17,Mechanical,2025-09-28
2997,B,WH2,1,87,Mechanical,2025-06-12
2998,C,WH2,1,19,Traffic,2025-09-23
2999,G,WH2,10,31,Mechanical,2024-11-20
3000,E,WH4,9,44,Mechanical,2025-06-28
3001,I,WH4,3,67,Mechanical,2024-06-27
3002,J,WH2,7,111,Weather,2025-03-20
3003,D,WH1,3,110,Weather,2024-01-14
3004,F,WH4,6,96,Mechanical,2025-08-04
3005,C,WH4,9,82,Mechanical,2025-08-15
3006,A,WH1,5,117,None,2025-05-02
3007,D,WH4,7,78,None,2025-08-19
3008,G,WH1,2,52,Weather,2024-09-16
3009,G,WH1,1,21,Weather,2025-07-20
3010,H,WH4,3,70,Weather,2024-01-31
3011,G,WH1,2,54,None,2024-09-12
3012,E,WH1,7,12,Weather,2025-07-19
3013,I,WH1,1,5,Traffic,2024-07-15
3014,H,WH3,4,31,Weather,2025-06-15
3015,H,WH2,6,7,Weather,2024-12-24
3016,J,WH3,7,17,None,2025-09-17
3017,E,WH3,9,74,Mechanical,2024-11-01
3018,E,WH1,2,82,Traffic,2024-09-20
3019,J,WH2,6,108,Traffic,2024-03-01
3020,F,WH2,6,12,Traffic,2024-02-21
3021,I,WH2,10,17,None,2025-11-22
3022,F,WH2,2,100,Weather,2024-06-09
3023,F,WH4,5,8,None,2024-10-04
3024,H,WH2,3,14,Mechanical,2024-07-01
3025,D,WH3,10,40,Mechanical,2025-12-17
3026,C,WH1,10,5,Traffic,2024-07-21
3027,D,WH4,1,24,Weather,2025-12-27
3028,D,WH1,4,120,Traffic,2025-10-23
3029,F,WH1,1,59,Traffic,2025-07-21
3030,J,WH2,10,68,None,2025-03-31
3031,D,WH3,2,61,Traffic,2025-07-03
3032,C,WH4,5,51,Traffic,2024-03-09
3033,A,WH2,2,101,Mechanical,2025-07-07
3034,G,WH3,2,24,None,2025-08-30
3035,J,WH3,4,26,None,2024-11-15
3036,E,WH4,4,67,Mechanical,2024-04-01
3037,D,WH3,1,79,Traffic,2025-07-27
3038,C,WH2,2,41,Weather,2024-02-05
3039,J,WH3,7,32,None,2025-02-01
3040,C,WH2,8,64,None,2025-10-27
3041,E,WH2,1,29,Mechanical,2025-01-31
3042,J,WH2,1,96,Mechanical,2024-01-06
3043,I,WH3,2,19,None,2024-06-22
3044,C,WH1,5,23,Weather,2025-12-24
3045,C,WH1,1,113,Weather,2024-07-08
3046,I,WH3,3,65,Mechanical,2025-10-13
3047,H,WH3,2,110,Weather,2025-02-16
3048,D,WH2,1,27,Mechanical,2024-12-20
3049,J,WH3,9,93,Traffic,2025-12-10
3050,B,WH1,5,95,Mechanical,2024-11-05
3051,H,WH1,7,48,Mechanical,2025-02-17
3052,E,WH1,1,102,None,2025-03-15
3053,I,WH2,3,81,Mechanical,2024-07-05
3054,D,WH1,8,69,Weather,2024-07-21
3055,D,WH2,6,28,None,2024-08-28
3056,B,WH3,5,15,Traffic,2024-11-30
3057,A,WH4,9,33,Weather,2024-06-14
3058,G,WH3,4,92,Weather,2024-03-09
3059,G,WH2,9,10,Mechanical,2024-05-04
3060,G,WH2,7,116,None,2024-02-12
3061,A,WH4,9,24,Weather,2025-01-08
3062,J,WH1,3,32,Weather,2024-02-22
3063,H,WH4,7,37,Weather,2024-04-15
3064,I,WH1,8,3,Mechanical,2025-10-09
3065,C,WH1,7,88,Traffic,2025-12-25
3066,A,WH2,8,110,None,2025-07-29
3067,E,WH3,7,97,None,2024-07-29
3068,F,WH1,1,114,None,2025-05-06
3069,J,WH3,2,104,Weather,2025-08-16
3070,E,WH1,2,110,Mechanical,2024-12-06
3071,G,WH2,9,24,Mechanical,2025-06-27
3072,H,WH2,8,114,Weather,2025-03-04
3073,B,WH1,8,20,Traffic,2025-10-04
3074,G,WH1,10,51,Traffic,2025-04-07
3075,C,WH2,7,100,None,2024-07-06
3076,F,WH1,5,67,Traffic,2025-05-17
3077,H,WH2,8,110,Weather,2025-04-13
3078,I,WH3,4,84,Weather,2025-07-10
3079,A,WH3,9,77,None,2025-07-10
3080,E,WH4,7,30,Traffic,2024-07-14
3081,C,WH1,2,31,Traffic,2025-02-28
3082,B,WH4,9,82,Traffic,2024-06-13
3083,E,WH3,1,102,Traffic,2025-10-03
3084,F,WH1,5,105,Weather,2025-01-25
3085,A,WH4,8,9,None,2025-08-01
3086,C,WH4,8,92,Mechanical,2025-11-10
3087,J,WH4,5,4,Mechanical,2025-07-20
3088,G,WH3,4,19,Traffic,2025-12-08
3089,E,WH4,1,111,Traffic,2024-06-22
3090,A,WH2,5,21,Mechanical,2025-05-08
3091,I,WH1,6,46,Traffic,2025-04-21
3092,A,WH4,3,74,Mechanical,2024-09-08
3093,C,WH2,9,62,Traffic,2024-01-08
3094,G,WH1,1,86,Weather,2025-01-09
3095,B,WH1,4,55,Traffic,2024-01-27
3096,A,WH1,9,63,Traffic,2024-12-10
3097,J,WH3,5,18,Weather,2025-05-11
3098,J,WH1,2,50,Mechanical,2025-03-14
3099,D,WH2,5,36,Mechanical,2025-10-03
3100,G,WH1,9,91,Mechanical,2025-06-20
3101,I,WH1,6,39,Weather,2024-08-10
3102,A,WH1,4,48,Mechanical,2024-06-11
3103,F,WH4,8,74,None,2025-08-15
3104,E,WH3,8,84,Mechanical,2025-07-27
3105,I,WH4,8,25,Mechanical,2024-02-11
3106,D,WH3,2,104,None,2025-08-23
3107,F,WH1,9,13,Traffic,2025-11-02
3108,G,WH3,4,23,Mechanical,2024-06-01
3109,A,WH1,9,109,Mechanical,2024-07-15
3110,G,WH1,4,80,None,2025-08-25
3111,H,WH2,7,107,Traffic,2024-05-05
3112,B,WH1,6,99,Weather,2025-03-21
3113,H,WH4,1,115,Traffic,2024-03-25
3114,A,WH2,6,117,None,2025-09-26
3115,C,WH3,5,40,Weather,2024-05-11
3116,I,WH3,3,43,None,2024-06-16
3117,F,WH4,5,23,Mechanical,2024-12-16
3118,B,WH2,6,66,Mechanical,2024-03-01
3119,I,WH4,5,38,Traffic,2024-05-25
3120,H,WH2,9,26,None,2024-12-26
3121,E,WH2,8,83,None,2024-05-15
3122,F,WH2,5,113,Mechanical,2025-11-28
3123,F,WH3,7,117,Weather,2024-02-14
3124,G,WH4,3,47,Weather,2025-09-27
3125,A,WH2,5,38,Mechanical,2025-04-08
3126,I,WH2,9,20,Traffic,2024-10-29
3127,A,WH4,9,64,Traffic,2025-06-05
3128,I,WH2,5,3,None,2024-01-01
3129,B,WH4,2,53,Mechanical,2024-12-24
3130,H,WH4,9,22,None,2024-01-10
3131,B,WH1,3,62,Mechanical,2024-06-17
3132,F,WH3,3,97,Weather,2024-11-03
3133,H,WH3,7,86,Mechanical,2024-08-26
3134,H,WH4,3,22,None,2024-12-08
3135,D,WH3,5,85,None,2025-06-02
3136,C,WH4,3,38,None,2024-03-01
3137,C,WH4,10,100,Traffic,2025-11-20
3138,F,WH2,2,85,Weather,2025-04-25
3139,G,WH1,4,77,Weather,2025-11-16
3140,J,WH3,3,68,Weather,2024-09-09
3141,B,WH2,1,43,Mechanical,2025-06-10
3142,F,WH2,8,34,Weather,2024-12-06
3143,I,WH2,4,50,Weather,2025-04-25
3144,A,WH3,10,1,None,2025-09-30
3145,C,WH2,10,66,None,2025-05-13
3146,H,WH4,4,28,Traffic,2024-03-16
3147,B,WH3,6,21,None,2024-02-17
3148,B,WH1,5,114,None,2025-05-28
3149,F,WH1,5,15,Mechanical,2025-03-29
3150,I,WH3,10,36,None,2024-04-19
3151,A,WH3,9,102,Mechanical,2025-08-16
3152,H,WH4,7,40,Traffic,2025-03-06
3153,I,WH3,7,102,Mechanical,2024-10-18
3154,F,WH3,5,4,None,2025-02-28
3155,A,WH2,2,16,Traffic,2025-05-21
3156,B,WH1,4,35,Weather,2024-04-15
3157,J,WH2,10,74,None,2024-03-04
3158,F,WH2,2,36,Weather,2024-05-06
3159,B,WH3,5,62,Mechanical,2025-07-17
3160,A,WH1,7,17,Weather,2025-06-21
3161,A,WH2,2,31,Mechanical,2024-03-15
3162,G,WH4,1,102,Weather,2024-08-28
3163,G,WH4,8,13,None,2024-10-04
3164,J,WH3,10,42,Traffic,2025-06-19
3165,G,WH4,7,104,Traffic,2024-12-21
3166,H,WH2,10,62,Traffic,2025-11-21
3167,G,WH4,5,17,None,2024-04-05
3168,A,WH1,8,91,Mechanical,2025-03-10
3169,E,WH3,8,118,Weather,2024-09-03
3170,A,WH4,6,95,Weather,2025-03-08
3171,H,WH3,9,9,None,2025-12-26
3172,J,WH3,5,72,Mechanical,2024-11-17
3173,F,WH2,8,8,Mechanical,2024-10-21
3174,C,WH4,10,36,Traffic,2024-11-12
3175,H,WH3,10,95,Mechanical,2025-09-05
3176,E,WH3,3,92,None,2025-07-08
3177,F,WH3,6,94,Weather,2024-11-10
3178,E,WH4,9,88,Mechanical,2024-07-27
3179,E,WH3,8,84,None,2024-01-23
3180,H,WH4,9,51,None,2025-08-06
3181,G,WH4,1,82,Mechanical,2025-03-31
3182,H,WH4,2,81,None,2024-01-05
3183,B,WH4,10,118,Weather,2024-01-11
3184,C,WH3,1,36,Mechanical,2024-09-21
3185,J,WH3,4,80,Mechanical,2025-07-18
3186,J,WH3,7,35,Weather,2025-05-11
3187,C,WH2,5,106,Traffic,2025-01-01
3188,F,WH1,1,73,Weather,2024-08-17
3189,J,WH4,6,62,Mechanical,2025-08-12
3190,C,WH4,6,53,None,2024-02-18
3191,E,WH1,4,64,Weather,2024-08-23
3192,E,WH1,2,16,Traffic,2025-03-06
3193,E,WH3,5,103,Weather,2024-01-26
3194,F,WH3,1,110,Traffic,2024-02-18
3195,I,WH3,10,98,Weather,2024-03-05
3196,I,WH3,10,70,Weather,2025-04-25
3197,C,WH3,3,28,Traffic,2024-10-30
3198,E,WH2,3,120,Traffic,2024-02-27
3199,C,WH2,4,104,Weather,2024-03-16
3200,J,WH3,7,9,Traffic,2025-03-02
3201,A,WH2,6,44,Mechanical,2025-03-23
3202,H,WH2,6,59,Mechanical,2024-05-26
3203,D,WH2,10,100,None,2025-07-21
3204,E,WH2,10,66,Traffic,2025-11-14
3205,E,WH1,5,7,None,2024-05-12
3206,A,WH2,10,108,Weather,2025-09-20
3207,I,WH4,8,112,Mechanical,2024-09-20
3208,A,WH3,1,25,None,2024-04-16
3209,J,WH1,10,83,Traffic,2024-11-07
3210,D,WH3,8,68,Traffic,2024-09-06
3211,C,WH3,9,39,Weather,2025-07-23
3212,E,WH1,10,79,Traffic,2025-07-26
3213,C,WH2,3,104,Weather,2024-07-03
3214,I,WH2,8,42,Weather,2025-12-25
3215,F,WH4,3,116,Weather,2025-10-04
3216,D,WH1,3,66,Mechanical,2025-04-03
3217,D,WH4,6,111,Traffic,2025-07-16
3218,J,WH1,6,42,Weather,2024-04-22
3219,D,WH4,5,75,Weather,2024-06-05
3220,I,WH2,6,73,None,2025-07-29
3221,C,WH2,7,22,Traffic,2025-04-16
3222,J,WH3,7,35,None,2025-07-24
3223,J,WH4,9,97,None,2024-04-01
3224,J,WH1,7,35,Traffic,2025-04-04
3225,F,WH4,10,85,Traffic,2025-04-07
3226,I,WH4,1,111,Weather,2025-04-20
3227,I,WH3,5,114,Traffic,2024-03-02
3228,B,WH4,7,22,Mechanical,2024-06-17
3229,B,WH1,2,10,Traffic,2024-03-14
3230,J,WH3,6,32,Mechanical,2025-01-22
3231,G,WH2,1,38,Mechanical,2024-01-03
3232,E,WH1,2,68,Mechanical,2025-03-17
3233,G,WH2,3,65,Mechanical,2024-01-02
3234,H,WH3,9,52,Weather,2025-08-28
3235,F,WH2,8,97,None,2024-11-23
3236,E,WH3,9,118,Mechanical,2024-10-13
3237,E,WH4,8,47,None,2024-04-15
3238,C,WH3,3,45,Weather,2025-03-21
3239,E,WH3,2,32,None,2025-02-04
3240,A,WH1,5,23,Traffic,2025-11-26
3241,G,WH1,3,8,Traffic,2025-10-29
3242,I,WH1,8,109,Mechanical,2025-03-17
3243,B,WH3,3,44,Traffic,2024-07-19
3244,H,WH3,10,113,None,2025-10-15
3245,I,WH4,1,100,Traffic,2024-09-10
3246,H,WH1,4,26,Weather,2025-10-02
3247,J,WH2,10,102,Mechanical,2024-04-25
3248,A,WH3,6,90,Traffic,2024-04-09
3249,I,WH3,8,60,Traffic,2024-03-20
3250,G,WH3,4,17,Weather,2025-06-07
3251,C,WH1,6,37,Mechanical,2024-09-01
3252,J,WH4,6,61,Traffic,2024-12-26
3253,J,WH1,8,10,None,2024-06-17
3254,E,WH4,4,84,None,2025-10-06
3255,J,WH4,5,79,Mechanical,2024-04-26
3256,E,WH2,5,75,Mechanical,2024-12-29
3257,C,WH1,1,105,None,2024-11-15
3258,C,WH3,10,80,Traffic,2024-01-18
3259,A,WH4,8,5,Traffic,2024-09-28
3260,B,WH4,8,94,Weather,2025-08-15
3261,E,WH2,1,24,Mechanical,2025-03-14
3262,J,WH2,6,104,Traffic,2025-07-30
3263,E,WH1,1,80,Traffic,2024-12-02
3264,C,WH1,7,26,Weather,2025-12-15
3265,B,WH4,8,106,Traffic,2024-06-26
3266,D,WH3,6,102,None,2025-03-05
3267,B,WH4,7,39,Weather,2024-05-04
3268,F,WH1,5,36,Mechanical,2024-12-03
3269,I,WH4,10,86,Traffic,2025-10-20
3270,C,WH4,7,104,None,2025-05-28
3271,B,WH3,4,64,Weather,2025-02-03
3272,B,WH4,7,108,Mechanical,2024-10-10
3273,G,WH4,1,93,None,2025-08-08
3274,I,WH3,6,4,Weather,2025-02-10
3275,F,WH4,7,10,None,2025-04-06
3276,F,WH3,7,19,None,2025-10-13
3277,H,WH4,1,104,Traffic,2025-09-16
3278,D,WH1,2,120,Traffic,2025-11-01
3279,F,WH2,5,119,None,2025-07-28
3280,H,WH3,10,4,Mechanical,2025-08-05
3281,E,WH4,2,18,Weather,2024-06-24
3282,H,WH3,1,63,Weather,2024-12-20
3283,F,WH1,10,72,Weather,2025-12-12
3284,B,WH1,6,83,Mechanical,2025-01-26
3285,E,WH2,9,85,Traffic,2024-10-23
3286,A,WH1,10,64,Mechanical,2024-02-16
3287,I,WH2,1,92,Traffic,2025-01-22
3288,D,WH3,5,75,Weather,2025-07-15
3289,A,WH2,8,53,Mechanical,2024-09-23
3290,H,WH4,5,83,Traffic,2025-10-13
3291,H,WH4,5,20,None,2025-01-25
3292,B,WH1,8,8,Mechanical,2025-03-21
3293,H,WH4,6,92,None,2025-08-04
3294,F,WH4,5,57,Weather,2025-10-17
3295,I,WH3,2,71,Weather,2024-09-27
3296,E,WH3,2,63,Weather,2024-04-11
3297,F,WH4,2,13,Mechanical,2024-08-30
3298,B,WH3,4,116,Traffic,2025-09-28
3299,I,WH2,4,85,Weather,2024-10-02
3300,C,WH2,4,104,Weather,2024-01-22
3301,E,WH1,5,67,Mechanical,2025-08-08
3302,C,WH4,3,81,Weather,2025-04-22
3303,E,WH4,7,109,Weather,2025-09-09
3304,I,WH1,3,99,Mechanical,2024-10-18
3305,B,WH1,10,31,Mechanical,2024-05-11
3306,H,WH3,1,103,Mechanical,2025-10-05
3307,G,WH2,5,18,Weather,2025-04-02
3308,G,WH4,2,117,Traffic,2024-05-05
3309,H,WH1,5,95,None,2025-06-25
3310,J,WH2,7,66,Traffic,2024-10-25
3311,J,WH4,5,72,Mechanical,2024-10-09
3312,F,WH3,3,57,Weather,2024-09-05
3313,G,WH1,1,53,None,2025-06-30
3314,E,WH2,4,15,Traffic,2025-06-03
3315,H,WH1,5,87,Weather,2025-04-27
3316,A,WH4,2,48,Mechanical,2024-05-12
3317,G,WH2,10,75,Mechanical,2024-01-10
3318,B,WH2,5,97,Weather,2024-05-13
3319,I,WH1,8,0,Traffic,2025-08-25
3320,H,WH4,3,111,None,2025-09-13
3321,D,WH4,4,55,Mechanical,2025-07-24
3322,A,WH3,8,10,Traffic,2025-12-27
3323,H,WH1,1,60,Traffic,2025-10-14
3324,A,WH4,6,57,Weather,2024-12-06
3325,G,WH1,9,55,Mechanical,2025-05-25
3326,B,WH2,9,86,Weather,2024-01-06
3327,H,WH4,4,82,Traffic,2024-06-30
3328,E,WH2,7,70,Mechanical,2024-05-29
3329,F,WH3,8,13,None,2024-10-15
3330,B,WH2,1,60,Weather,2025-09-12
3331,H,WH4,5,10,None,2025-05-31
3332,E,WH1,1,88,None,2025-04-05
3333,B,WH2,5,37,Traffic,2024-07-26
3334,C,WH2,2,63,Mechanical,2025-09-20
3335,A,WH3,2,58,Weather,2025-09-06
3336,F,WH4,6,4,Weather,2024-04-29
3337,D,WH1,3,70,Mechanical,2024-10-18
3338,D,WH1,3,2,None,2025-12-24
3339,J,WH4,6,99,None,2025-12-06
3340,B,WH4,6,15,Traffic,2025-04-01
3341,I,WH2,4,40,Mechanical,2025-07-08
3342,I,WH4,3,35,Weather,2024-08-16
3343,B,WH4,3,89,Mechanical,2025-05-20
3344,F,WH4,5,113,Weather,2025-08-11
3345,F,WH1,5,63,Weather,2025-06-20
3346,G,WH2,5,118,Traffic,2024-12-27
3347,B,WH1,6,111,Weather,2025-07-16
3348,E,WH1,2,86,None,2024-08-29
3349,I,WH1,9,120,Weather,2025-10-30
3350,I,WH4,8,70,Mechanical,2025-06-24
3351,D,WH1,7,94,Mechanical,2024-09-08
3352,F,WH3,1,65,Mechanical,2024-10-16
3353,G,WH4,6,114,Weather,2024-10-12
3354,H,WH2,5,44,Weather,2024-09-22
3355,D,WH4,2,86,Weather,2025-11-29
3356,F,WH1,8,55,Mechanical,2025-07-21
3357,F,WH4,1,79,None,2025-05-23
3358,F,WH1,4,53,Weather,2024-11-01
3359,J,WH3,9,107,Traffic,2024-08-07
3360,J,WH4,2,65,Mechanical,2024-03-09
3361,F,WH4,5,30,None,2024-03-08
3362,D,WH1,10,3,Traffic,2024-09-11
3363,F,WH3,5,39,Mechanical,2024-01-31
3364,F,WH2,2,30,Weather,2024-08-14
3365,B,WH1,10,10,Mechanical,2024-03-04
3366,J,WH4,9,33,Weather,2025-10-10
3367,F,WH4,4,78,Traffic,2024-03-25
3368,D,WH2,5,101,None,2025-03-08
3369,I,WH4,8,33,None,2025-09-25
3370,F,WH2,4,99,Mechanical,2025-11-06
3371,A,WH4,1,72,None,2024-01-29
3372,E,WH4,7,35,Mechanical,2024-08-23
3373,F,WH3,10,81,None,2024-08-15
3374,J,WH4,2,31,Weather,2024-04-25
3375,C,WH4,1,1,Weather,2024-10-17
3376,E,WH3,3,80,None,2024-09-17
3377,H,WH3,2,51,None,2025-01-10
3378,B,WH4,7,7,None,2024-01-17
3379,J,WH1,6,83,Traffic,2025-12-20
3380,A,WH3,6,59,Traffic,2024-11-15
3381,D,WH4,1,15,Weather,2024-01-09
3382,H,WH3,2,25,Mechanical,2024-01-13
3383,I,WH1,4,38,Weather,2025-10-29
3384,D,WH4,9,10,None,2024-09-30
3385,H,WH1,9,20,None,2024-04-09
3386,C,WH2,2,92,Weather,2024-02-15
3387,H,WH3,9,27,Weather,2024-07-07
3388,I,WH3,10,66,None,2025-02-20
3389,F,WH3,2,28,Mechanical,2024-12-07
3390,I,WH1,9,99,Traffic,2025-08-14
3391,C,WH1,1,30,Traffic,2025-05-24
3392,G,WH3,7,35,None,2024-02-26
3393,B,WH3,10,116,Weather,2025-12-01
3394,E,WH3,6,120,Mechanical,2025-05-30
3395,B,WH1,1,65,Traffic,2025-07-02
3396,C,WH2,5,100,Weather,2024-05-07
3397,J,WH3,8,54,None,2025-05-28
3398,I,WH3,5,22,Mechanical,2024-04-05
3399,G,WH1,6,48,Traffic,2025-06-26
3400,H,WH1,3,109,Weather,2024-01-31
3401,E,WH2,3,69,None,2025-09-15
3402,A,WH3,4,102,Weather,2025-01-06
3403,C,WH2,8,102,None,2024-09-26
3404,H,WH2,8,9,Traffic,2025-08-10
3405,D,WH3,9,85,Traffic,2024-06-10
3406,G,WH2,8,56,None,2024-12-12
3407,J,WH2,2,16,Traffic,2024-07-12
3408,J,WH4,7,6,Mechanical,2024-02-02
3409,I,WH2,8,64,None,2024-11-14
3410,J,WH3,10,44,Weather,2025-12-14
3411,J,WH1,7,3,Weather,2024-04-16
3412,I,WH3,3,41,Traffic,2024-06-27
3413,F,WH3,7,92,Mechanical,2024-07-28
3414,C,WH2,10,114,Weather,2025-10-14
3415,I,WH2,2,5,Mechanical,2025-02-25
3416,H,WH2,3,4,Traffic,2024-10-31
3417,C,WH1,6,77,Mechanical,2024-01-10
3418,D,WH4,6,40,Traffic,2025-11-02
3419,E,WH4,1,57,Weather,2025-09-24
3420,J,WH1,9,19,Mechanical,2025-05-15
3421,C,WH2,4,20,None,2025-11-05
3422,F,WH4,5,62,Mechanical,2024-11-01
3423,F,WH2,8,48,Weather,2024-03-08
3424,G,WH3,8,13,Weather,2024-12-24
3425,F,WH2,1,29,None,2025-04-10
3426,A,WH1,8,118,None,2024-11-14
3427,E,WH1,3,87,None,2025-07-11
3428,C,WH3,4,83,Weather,2025-09-24
3429,D,WH4,6,43,Mechanical,2024-03-29
3430,I,WH4,2,92,Weather,2025-08-23
3431,D,WH3,7,70,Traffic,2025-12-17
3432,B,WH4,3,83,Mechanical,2024-06-26
3433,J,WH2,4,69,Traffic,2025-07-29
3434,G,WH3,2,108,None,2024-08-28
3435,J,WH3,4,96,Traffic,2025-11-24
3436,F,WH1,6,29,Weather,2025-06-16
3437,J,WH2,4,35,Traffic,2024-11-28
3438,B,WH4,5,53,Traffic,2024-06-20
3439,E,WH1,3,31,Mechanical,2025-07-11
3440,G,WH4,5,112,Mechanical,2025-07-18
3441,B,WH3,5,97,None,2025-07-27
3442,E,WH2,1,109,Traffic,2025-07-13
3443,C,WH2,7,118,None,2024-04-27
3444,B,WH3,2,84,Traffic,2025-02-08
3445,I,WH3,8,16,Traffic,2025-05-13
3446,C,WH1,9,6,Weather,2024-07-26
3447,H,WH2,2,52,Traffic,2024-05-28
3448,A,WH1,4,117,Mechanical,2024-10-18
3449,I,WH1,5,70,Traffic,2025-06-18
3450,E,WH2,2,109,None,2025-07-27
3451,J,WH2,10,15,None,2025-10-02
3452,J,WH3,2,24,None,2025-02-11
3453,H,WH2,1,101,Traffic,2025-11-22
3454,B,WH4,2,47,Mechanical,2024-07-11
3455,C,WH4,2,39,Traffic,2024-08-15
3456,A,WH1,4,65,Mechanical,2024-11-07
3457,D,WH2,2,8,None,2024-03-03
3458,H,WH1,4,89,Mechanical,2024-01-26
3459,F,WH2,3,87,Traffic,2024-05-10
3460,C,WH2,5,19,None,2024-11-30
3461,B,WH1,5,72,Mechanical,2025-01-15
3462,J,WH3,8,95,Weather,2025-10-10
3463,I,WH1,1,62,Weather,2024-10-17
3464,J,WH1,8,74,Weather,2025-04-01
3465,F,WH1,4,95,None,2024-04-12
3466,I,WH1,6,46,Traffic,2024-09-10
3467,A,WH3,3,22,Mechanical,2024-07-29
3468,J,WH2,8,33,None,2025-07-09
3469,C,WH4,10,95,Weather,2025-11-08
3470,D,WH2,6,108,Weather,2025-08-27
3471,F,WH4,4,113,Traffic,2024-02-24
3472,F,WH2,3,23,None,2025-01-03
3473,E,WH4,9,8,Traffic,2024-02-18
3474,A,WH1,7,115,Traffic,2024-03-19
3475,A,WH1,2,34,Mechanical,2025-07-30
3476,H,WH2,6,55,Mechanical,2025-06-14
3477,C,WH1,5,52,Traffic,2025-07-24
3478,H,WH3,1,34,Mechanical,2025-12-31
3479,I,WH4,1,34,Traffic,2024-12-08
3480,B,WH2,5,53,None,2025-11-04
3481,E,WH3,8,4,Weather,2025-03-27
3482,G,WH1,9,21,None,2025-06-30
3483,J,WH4,5,36,None,2024-05-21
3484,A,WH4,5,55,Mechanical,2024-10-05
3485,H,WH3,7,96,None,2024-06-03
3486,A,WH2,9,105,Traffic,2025-08-30
3487,E,WH3,3,42,None,2025-08-08
3488,J,WH4,10,91,Weather,2024-06-14
3489,I,WH4,3,64,Mechanical,2024-07-15
